Level,Circle,Office Id,Office Code,Office Name,Latitude,Longitude
Section Office,Irinjalakuda Electrical Circle,1348,5659,Puthenvelikkara Electrical Section,10.1840242,76.2480106
Section Office,Kalpetta Electrical Circle,1844,6594,Pulpally Electrical Section,11.7869931,76.1660955
Section Office,Kalpetta Electrical Circle,1841,6589,Mananthavady Electrical Section,11.7941134,76.0044315
Section Office,Kalpetta Electrical Circle,1602,6720,Sulthan Batheri West Electrical Section,11.66125,76.25066
Section Office,Kalpetta Electrical Circle,1598,6588,Meppadi Electrical Section,11.55363,76.13578
Section Office,Kalpetta Electrical Circle,3434,6792,Muttil Electrical Section,11.64274,76.08321
Section Office,Kalpetta Electrical Circle,3171,6783,Kattikulam Electrical Section,11.8463264,76.0627719
Section Office,Kalpetta Electrical Circle,1601,6718,Kambalakkad Electrical Section,11.67737,76.07427
Section Office,Kalpetta Electrical Circle,1600,6593,Meenangady Electrical Section,11.66365,76.16042
Section Office,Kalpetta Electrical Circle,1845,6719,Thavinhal Electrical Section,11.8397952,75.9448839
Section Office,Kalpetta Electrical Circle,3500,6811,Padichira Electrical Section,11.8394816,76.1791581
Section Office,Kalpetta Electrical Circle,2559,6952,Padinharethara Meter Testing Unit,11.6734401,75.9581784
Section Office,Kalpetta Electrical Circle,1843,6591,Vellamunda Electrical Section,11.7341899,75.9576318
Section Office,Kalpetta Electrical Circle,1842,6590,Panamaram Electrical Section,11.7358995,76.0728533
Section Office,Kalpetta Electrical Circle,3781,3903,Wayanad Transformer Field Repair Unit,11.61656,76.08321
Section Office,Kalpetta Electrical Circle,3622,6806,Korom Electrical Section,11.7439339,75.8807182
Section Office,Kalpetta Electrical Circle,3172,6782,Padinjarethara Electrical Section,11.6819472,75.974725
Section Office,Kalpetta Electrical Circle,2246,6762,Ambalavayal Electrical Section,11.62098,76.21181
Section Office,Kalpetta Electrical Circle,1599,6592,Sulthan Bathery Electrical Section,11.66566,76.2624
Section Office,Kalpetta Electrical Circle,1596,6586,Kalpetta Electrical Section,11.60485,76.08245
Section Office,Kalpetta Electrical Circle,1597,6587,Vythiri Electrical Section,11.54588,76.03949
Section Office,Kannur Electrical Circle,1731,6682,Kathirur Electrical Section,11.78518,75.53193
Section Office,Kannur Electrical Circle,1730,6681,Patiam Electrical Section,11.79885,75.56302
Section Office,Kannur Electrical Circle,1729,6680,Kuthuparamb Electrical Section,11.83064,75.56543
Section Office,Kannur Electrical Circle,2330,6758,Kolayad Electrical Section,11.85314,75.695
Section Office,Kannur Electrical Circle,3189,6790,Peralasseri Electrical Section,11.832252,75.479669
Section Office,Kannur Electrical Circle,4065,6957,Kozhikode TMR HT Meter Testing(Outdoor) Section,11.263842,75.769264
Section Office,Kannur Electrical Circle,1717,6668,Thalassery South Electrical Section,11.74859,75.5004
Section Office,Kannur Electrical Circle,3744,3491,Kannur Transformer Field Repair Unit,11.985358,75.379527
Section Office,Kannur Electrical Circle,1697,6654,Kannur Electrical Section,11.877032,75.374219
Section Office,Kannur Electrical Circle,4155,6863,Muzhappilangad Sub Center,11.7985276871,75.4558591685
Section Office,Kannur Electrical Circle,1698,6655,Burnassery Electrical Section,11.865135,75.365021
Section Office,Kannur Electrical Circle,1699,6656,Thayyil Electrical Section,11.856138,75.388286
Section Office,Kannur Electrical Circle,1700,6657,Chovva Electrical Section,11.868241,75.403306
Section Office,Kannur Electrical Circle,1701,6658,Kadachira Electrical Section,11.833756,75.454132
Section Office,Kannur Electrical Circle,1702,6659,Eachur Electrical Section,11.905053,75.449776
Section Office,Kannur Electrical Circle,3627,6817,Peringathur Electrical Section,11.71415,75.58383
Section Office,Kannur Electrical Circle,1703,6660,Chakkarakkal Electrical Section,11.889185,75.470953
Section Office,Kannur Electrical Circle,1704,6661,Chalode Electrical Section,11.929651,75.502946
Section Office,Kannur Electrical Circle,1705,6662,Azhikode Electrical Section,11.91306,75.340598
Section Office,Kannur Electrical Circle,1709,6666,Kolachery Electrical Section,11.970507,75.402911
Section Office,Kannur Electrical Circle,1718,6669,Thalassery North Electrical Section,11.75044,75.48722
Section Office,Kannur Electrical Circle,1706,6663,Pappinissery Electrical Section,11.941519,75.344658
Section Office,Kannur Electrical Circle,1707,6664,Cherukunnu Electrical Section,11.987898,75.310507
Section Office,Kannur Electrical Circle,1710,6667,Mayyil Electrical Section,11.995263,75.447457
Section Office,Kannur Electrical Circle,1720,6671,Chokly Electrical Section,11.72263,75.56299
Section Office,Kannur Electrical Circle,1708,6665,Valapattanam Electrical Section,11.918428,75.351196
Section Office,Kannur Electrical Circle,1721,6672,Panoor Electrical Section,11.76144,75.57689
Section Office,Kannur Electrical Circle,1466,6905,Kannur TMR Meter Testing Section,11.865135,75.365021
Section Office,Kannur Electrical Circle,4186,6490,Kannur TMR Transformer Section,11.894037,75.406564
Section Office,Kannur Electrical Circle,1719,6670,Kodiyeri Electrical Section,11.73626,75.52181
Section Office,Kannur Electrical Circle,1728,6679,Pinarayi Electrical Section,11.80922,75.49447
Section Office,Kannur Electrical Circle,1727,6678,Vengad Electrical Section,11.87646,75.53661
Section Office,Kannur Electrical Circle,1726,6677,Dharmadam Electrical Section,11.77284,75.46968
Section Office,Kannur Electrical Circle,1722,6673,Parad Electrical Section,11.75202,75.61784
Section Office,Kannur Electrical Circle,1933,6954,Kannur TMR HT Meter Testing(Outdoor) Section,11.86519,75.3645139
Section Office,Kannur Electrical Circle,1696,6653,Pallikkunnu Electrical Section,11.889818,75.373856
Section Office,Kasaragod Electrical Circle,1765,6749,Nallompuzha Electrical Section,12.3011,75.36581
Section Office,Kasaragod Electrical Circle,1739,6683,Uppala Electrical Section,12.67126497,74.91201006
Section Office,Kasaragod Electrical Circle,1740,6684,Manjeshwaram Electrical Section,12.71470604,74.88940483
Section Office,Kasaragod Electrical Circle,1744,6688,Kasaragod Electrical Section,12.52308264,75.01417812
Section Office,Kasaragod Electrical Circle,1745,6689,Cherkala Electrical Section,12.50825023,75.05640131
Section Office,Kasaragod Electrical Circle,1746,6690,Badiadkka Electrical Section,12.582985,75.0782633
Section Office,Kasaragod Electrical Circle,1749,6693,Kuttikkole Electrical Section,12.47622446,75.21113333
Section Office,Kasaragod Electrical Circle,1471,6906,Kasaragod Meter Testing Unit,12.52324428,75.0415123
Section Office,Kasaragod Electrical Circle,1741,6685,Vorkady Electrical Section,12.753525,74.95222818
Section Office,Kasaragod Electrical Circle,1742,6686,Nellikunnu Electrical Section,12.5031324,74.982652
Section Office,Kasaragod Electrical Circle,1743,6687,Kumbala Electrical Section,12.59542757,74.94322546
Section Office,Kasaragod Electrical Circle,1747,6691,Mulleriya Electrical Section,12.55108393,75.16389904
Section Office,Kasaragod Electrical Circle,1756,6695,Chittari Electrical Section,12.36031,75.0644
Section Office,Kasaragod Electrical Circle,1759,6698,Pilicode Electrical Section,12.19241,75.16732
Section Office,Kasaragod Electrical Circle,1760,6699,Kayyur Electrical Section,12.26737,75.18933
Section Office,Kasaragod Electrical Circle,1761,6700,Trikaripur Electrical Section,12.1438,75.18087
Section Office,Kasaragod Electrical Circle,1762,6701,Mavungal Electrical Section,12.34142,75.11207
Section Office,Kasaragod Electrical Circle,1763,6702,Rajapuram Electrical Section,12.42338,75.24644
Section Office,Kasaragod Electrical Circle,1764,6723,Padanna Electrical Section,12.17676,75.1486
Section Office,Kasaragod Electrical Circle,1766,6750,Choyamkode Electrical Section,12.28735,75.19101
Section Office,Kasaragod Electrical Circle,1748,6692,Udma Electrical Section,12.43927577,75.02457792
Section Office,Kasaragod Electrical Circle,2695,6757,Paivalika Electrical Section,12.68709876,74.98544437
Section Office,Kasaragod Electrical Circle,3174,6774,Periya Bazar Electrical Section,12.4103,75.093633
Section Office,Kasaragod Electrical Circle,3175,6773,Balamthode Electrical Section,12.45936,75.32128
Section Office,Kasaragod Electrical Circle,3745,3492,Kasargode Transformer Field Repair Unit,12.52308264,75.01417812
Section Office,Kasaragod Electrical Circle,1757,6696,Nileshwar Electrical Section,12.25556,75.13247
Section Office,Kasaragod Electrical Circle,1758,6697,Bheemanady Electrical Section,12.31817,75.2831
Section Office,Kasaragod Electrical Circle,1755,6694,Kanhangad Electrical Section,12.31408,75.09047
Section Office,Kasaragod Electrical Circle,3307,6772,Chattenchal Electrical Section,12.48456397,75.056752
Section Office,Kasaragod Electrical Circle,3442,6800,Perla Electrical Section,12.6467646,75.10846282
Section Office,Kasaragod Electrical Circle,3494,6804,Padannakkad Electrical Section,12.2701,75.11267
Section Office,Kasaragod Electrical Circle,3726,6818,Seethangoli Electrical Section,12.58950941,75.00019025
Section Office,Kattakada Electrical Circle (Rural),911,4552,Kattakada Electrical Section,8.5082166,77.0832032
Section Office,Kattakada Electrical Circle (Rural),908,4549,Vithura Electrical Section,8.668744,77.083985
Section Office,Kattakada Electrical Circle (Rural),892,4543,Nemom Electrical Section,8.45338,77.00452
Section Office,Kattakada Electrical Circle (Rural),894,4545,Poovar Electrical Section,8.33568,77.059731
Section Office,Kattakada Electrical Circle (Rural),3208,4673,Uzhamalakkal Electrical Section,8.592911,77.042981
Section Office,Kattakada Electrical Circle (Rural),907,4548,Palode Electrical Section,8.698006,77.027268
Section Office,Kattakada Electrical Circle (Rural),906,4547,Nedumangad Electrical Section,8.609641,77.002511
Section Office,Kattakada Electrical Circle (Rural),3207,4674,Peringamala Electrical Section,8.73032,77.048335
Section Office,Kattakada Electrical Circle (Rural),2464,4868,Kamukinkode Electrical Section,8.39264,77.06923
Section Office,Kattakada Electrical Circle (Rural),2471,4675,Kalliyoor Electrical Section,8.43139,77.02217
Section Office,Kattakada Electrical Circle (Rural),898,4657,Kottukal Electrical Section,8.39474,77.02421
Section Office,Kattakada Electrical Circle (Rural),896,4655,Uchakkada Electrical Section,8.31353,77.10267
Section Office,Kattakada Electrical Circle (Rural),899,4667,Kunnathukal Electrical Section,8.39984,77.16515
Section Office,Kattakada Electrical Circle (Rural),887,4538,Udiyankulangara Electrical Section,8.37968,77.12054
Section Office,Kattakada Electrical Circle (Rural),912,4553,Maranalloor Electrical Section,8.46811,77.0759033333
Section Office,Kattakada Electrical Circle (Rural),895,4546,Vizhinjam Electrical Section,8.39642,77.00029
Section Office,Kattakada Electrical Circle (Rural),913,4554,Ottasekharamangalam Electrical Section,8.4802816667,77.1362416667
Section Office,Kattakada Electrical Circle (Rural),886,4537,Neyyattinkara Electrical Section,8.40723,77.08293
Section Office,Kattakada Electrical Circle (Rural),891,4542,Balaramapuram Electrical Section,8.42582,77.04803
Section Office,Kattakada Electrical Circle (Rural),3566,4688,Poozhikunnu Electrical Section,8.34511,77.10479
Section Office,Kattakada Electrical Circle (Rural),889,4540,Parassala Electrical Section,8.34804,77.14933
Section Office,Kattakada Electrical Circle (Rural),914,4555,Venjarammoodu Electrical Section,8.666453,76.911133
Section Office,Kattakada Electrical Circle (Rural),915,4556,Kanyakulangara Electrical Section,8.628398,76.937537
Section Office,Kattakada Electrical Circle (Rural),916,4557,Kallara Electrical Section,8.750471,76.940177
Section Office,Kattakada Electrical Circle (Rural),917,4652,Aryanad Electrical Section,8.57883112,77.08492784
Section Office,Kattakada Electrical Circle (Rural),910,4551,Vellanadu Electrical Section,8.5633683333,77.0546766667
Section Office,Kattakada Electrical Circle (Rural),919,4666,Malayinkeezh Electrical Section,8.4899983333,77.039505
Section Office,Kattakada Electrical Circle (Rural),909,4550,Peyad Electrical Section,8.5194183333,77.0175883333
Section Office,Kattakada Electrical Circle (Rural),893,4544,Kanjiramkulam Electrical Section,8.35955,77.05741
Section Office,Kattakada Electrical Circle (Rural),2332,4821,Vamanapuram Electrical Section,8.722494,76.901708
Section Office,Kattakada Electrical Circle (Rural),918,4653,Chullimanoor Electrical Section,8.643277,77.022774
Section Office,Kattakada Electrical Circle (Rural),1947,4864,Poovachal Electrical Section,8.5373683333,77.0852516667
Section Office,Kattakada Electrical Circle (Rural),897,4656,Amboori Electrical Section,8.5051716667,77.18805
Section Office,Kattakada Electrical Circle (Rural),888,4539,Marayamuttom Electrical Section,8.41829,77.10962
Section Office,Kattakada Electrical Circle (Rural),890,4541,Vellarada Electrical Section,8.44445,77.19395
Section Office,Kattakada Electrical Circle (Rural),1938,4681,Tholicode Electrical Section,8.64552,77.054513
Section Office,Kollam Electrical Circle,955,4580,Mayyanad Electrical Section,8.84324,76.64637
Section Office,Kollam Electrical Circle,3465,4682,Panmana Electrical Section,9.012945,76.534976
Section Office,Kollam Electrical Circle,3736,3443,Kollam Transformer Field Repair Unit,8.88281,76.593555
Section Office,Kollam Electrical Circle,930,4563,Perinad Electrical Section,8.930193,76.6018
Section Office,Kollam Electrical Circle,940,4570,Karunagappally(S) Electrical Section,9.0594653,76.5338426
Section Office,Kollam Electrical Circle,946,4659,Mynagapally Electrical Section,9.0425666,76.5849259
Section Office,Kollam Electrical Circle,945,4658,Manapally Electrical Section,9.106948,76.570962
Section Office,Kollam Electrical Circle,944,4574,Sooranadu Electrical Section,9.1025172,76.6209584
Section Office,Kollam Electrical Circle,951,4576,Paravoor Electrical Section,8.814027,76.67069
Section Office,Kollam Electrical Circle,950,4575,Chathannoor Electrical Section,8.86279,76.70799
Section Office,Kollam Electrical Circle,938,4567,Oachira Electrical Section,9.139345,76.511698
Section Office,Kollam Electrical Circle,939,4569,Karunagappally(N) Electrical Section,9.0756405,76.5329417
Section Office,Kollam Electrical Circle,941,4571,Chavara Electrical Section,8.9869336,76.5340823
Section Office,Kollam Electrical Circle,933,4566,Pallimukku Electrical Section,8.872668,76.616231
Section Office,Kollam Electrical Circle,929,4562,Thangasseri Electrical Section,8.897919,76.568133
Section Office,Kollam Electrical Circle,2551,4671,Poothakulam Electrical Section,8.80254,76.69918
Section Office,Kollam Electrical Circle,932,4565,Ayathil Electrical Section,8.889382,76.620719
Section Office,Kollam Electrical Circle,2583,4670,Kanjiramkuzhy Electrical Section,8.942646,76.607881
Section Office,Kollam Electrical Circle,927,4560,Olai Electrical Section,8.892862,76.579446
Section Office,Kollam Electrical Circle,931,4564,Kilikolloor Electrical Section,8.910638,76.625452
Section Office,Kollam Electrical Circle,943,4573,Sasthamkotta Electrical Section,9.0466908,76.6223508
Section Office,Kollam Electrical Circle,942,4572,Thevalakkara Electrical Section,9.015368,76.573843
Section Office,Kollam Electrical Circle,2552,4826,Poothakkulam Sub Engineer Office,8.805133,76.699434
Section Office,Kollam Electrical Circle,810,4903,Kollam Meter Testing Unit,8.88281,76.593555
Section Office,Kollam Electrical Circle,952,4577,Parippally Electrical Section,8.81391,76.77234
Section Office,Kollam Electrical Circle,953,4578,Kottiyam Electrical Section,8.85848,76.67448
Section Office,Kollam Electrical Circle,954,4579,Kannanalloor Electrical Section,8.89168,76.68113
Section Office,Kollam Electrical Circle,928,4561,Sakthikulangara Electrical Section,8.914109,76.557823
Section Office,Kollam Electrical Circle,926,4559,Kadappakkada Electrical Section,8.896592,76.59696
Section Office,Kollam Electrical Circle,925,4558,Cantonment Kollam Electrical Section,8.883256,76.593074
Section Office,Kottarakkara Electrical Circle,3405,4683,Kottarakkara East Electrical Section,8.998531,76.769956
Section Office,Kottarakkara Electrical Circle,3406,4685,Pattazhy Electrical Section,9.0736408,76.8000984
Section Office,Kottarakkara Electrical Circle,3187,4672,Chadayamangalam Electrical Section,8.876193,76.868296
Section Office,Kottarakkara Electrical Circle,971,4589,Puthoor Electrical Section,9.043124,76.71112
Section Office,Kottarakkara Electrical Circle,964,4586,Nallila Electrical Section,8.928419,76.709299
Section Office,Kottarakkara Electrical Circle,987,4661,Karukon Electrical Section,8.903355,76.932552
Section Office,Kottarakkara Electrical Circle,2700,4669,Anchal (West) Electrical Section,8.927661,76.908951
Section Office,Kottarakkara Electrical Circle,970,4588,Kulakkada Electrical Section,9.069967,76.755033
Section Office,Kottarakkara Electrical Circle,974,4592,Valakom Electrical Section,8.963673488,76.8349027634
Section Office,Kottarakkara Electrical Circle,981,4594,Thenmala Electrical Section,8.963733,77.063653
Section Office,Kottarakkara Electrical Circle,969,4587,Kottarakkara Electrical Section,8.998531,76.769956
Section Office,Kottarakkara Electrical Circle,982,4595,Pathanapuram Electrical Section,9.088865,76.856269
Section Office,Kottarakkara Electrical Circle,972,4590,Chengamanad Electrical Section,9.0130194,76.8244077
Section Office,Kottarakkara Electrical Circle,973,4591,Ayoor Electrical Section,8.895517,76.859257
Section Office,Kottarakkara Electrical Circle,986,4599,Kadakkal Electrical Section,8.821829,76.927536
Section Office,Kottarakkara Electrical Circle,985,4598,Kulathupuzha Electrical Section,8.906125,77.057314
Section Office,Kottarakkara Electrical Circle,959,4581,Kundara Electrical Section,8.957986,76.671711
Section Office,Kottarakkara Electrical Circle,984,4597,Anchal Electrical Section,8.928126,76.91365
Section Office,Kottarakkara Electrical Circle,983,4596,Vilakkudy Electrical Section,9.029703,76.866056
Section Office,Kottarakkara Electrical Circle,3191,4677,Karavaloor Electrical Section,8.984682,76.925577
Section Office,Kottarakkara Electrical Circle,960,4582,Ezhukone Electrical Section,9.016166,76.658449
Section Office,Kottarakkara Electrical Circle,961,4583,East kallada Electrical Section,9.016166,76.658449
Section Office,Kottarakkara Electrical Circle,963,4585,Perumbuzha Electrical Section,8.957986,76.671711
Section Office,Kottarakkara Electrical Circle,980,4593,Punalur Electrical Section,9.013141,76.928889
Section Office,Kottarakkara Electrical Circle,962,4584,Veliyam Electrical Section,8.915322,76.765076
Section Office,Kottarakkara Electrical Circle,988,4662,Chithara Electrical Section,8.814415,76.973876
Section Office,Kottarakkara Electrical Circle,1961,4668,Piravanthur Electrical Section,9.05586,76.915468
Section Office,Kottarakkara Electrical Circle,965,4660,Oyoor Electrical Section,8.871903,76.77325
Section Office,Kottayam Electrical Circle,1038,4629,Aymanam Electrical Section,9.611609,76.496683
Section Office,Kottayam Electrical Circle,1053,4640,Thrikodithanam Electrical Section,9.43901,76.57091
Section Office,Kottayam Electrical Circle,1054,4641,Karukachal Electrical Section,9.50054,76.63681
Section Office,Kottayam Electrical Circle,1055,4642,Manimala Electrical Section,9.48539,76.76199
Section Office,Kottayam Electrical Circle,1044,4635,Kottayam (E ) Electrical Section,9.611609,76.526053
Section Office,Kottayam Electrical Circle,1066,4649,Kuravilangad Electrical Section,9.76475,76.564709
Section Office,Kottayam Electrical Circle,1067,4650,Thalayolaparambu Electrical Section,9.784447,76.443437
Section Office,Kottayam Electrical Circle,1068,4651,Kaduthuruthy Electrical Section,9.764377,76.487903
Section Office,Kottayam Electrical Circle,1069,4664,Athirampuzha Electrical Section,9.668463,76.53601
Section Office,Kottayam Electrical Circle,1034,4625,Pallom Electrical Section,9.543696,76.519176
Section Office,Kottayam Electrical Circle,1035,4626,Punja Pallom Electrical Section,9.534611,76.511964
Section Office,Kottayam Electrical Circle,1036,4627,Nattakom Electrical Section,9.550271,76.528571
Section Office,Kottayam Electrical Circle,1039,4630,Kumarakom Electrical Section,9.5911362,76.457231
Section Office,Kottayam Electrical Circle,1052,4639,Vakathanam Electrical Section,9.52328,76.57186
Section Office,Kottayam Electrical Circle,1037,4628,Gandhi Nagar Electrical Section,9.633175,76.52478
Section Office,Kottayam Electrical Circle,4081,4910,Pallom TMR Meter Testing (Outdoor) Section-2,9.541807,76.516226
Section Office,Kottayam Electrical Circle,4080,4909,Pallom TMR Meter Testing(Outdoor) Section-1,9.541807,76.516226
Section Office,Kottayam Electrical Circle,1065,4648,Neendoor Electrical Section,9.679066,76.507996
Section Office,Kottayam Electrical Circle,1064,4647,Kurupanthara Electrical Section,9.741258,76.51531
Section Office,Kottayam Electrical Circle,1063,4646,Ettumanoor Electrical Section,9.669396,76.551601
Section Office,Kottayam Electrical Circle,1062,4645,Thalayazham Electrical Section,9.712952,76.417708
Section Office,Kottayam Electrical Circle,1061,4644,Chempu Electrical Section,9.810386,76.396137
Section Office,Kottayam Electrical Circle,1060,4643,Vaikom Electrical Section,9.747147,76.392244
Section Office,Kottayam Electrical Circle,4078,4907,Pallom TMR Transformer Repairing Section,9.541807,76.516226
Section Office,Kottayam Electrical Circle,4079,4908,Pallom TMR Meter Testing Lab Section,9.541807,76.516226
Section Office,Kottayam Electrical Circle,3738,3445,Kottayam Transformer Field Repair Unit,9.535497,76.512485
Section Office,Kottayam Electrical Circle,3569,4689,Meenadom Electrical Section,9.54977,76.608777
Section Office,Kottayam Electrical Circle,3484,4686,Peruva Electrical Section,9.830418,76.501042
Section Office,Kottayam Electrical Circle,3466,4684,Pathanadu Electrical Section,9.51332,76.70984
Section Office,Kottayam Electrical Circle,1042,4633,Puthuppally Electrical Section,9.556619,76.573563
Section Office,Kottayam Electrical Circle,1040,4631,Manarcadu Electrical Section,9.59123,76.584046
Section Office,Kottayam Electrical Circle,1043,4634,Kottayam (C ) Electrical Section,9.58538,76.520456
Section Office,Kottayam Electrical Circle,1041,4632,Ayarkunnam Electrical Section,9.638448,76.606768
Section Office,Kottayam Electrical Circle,1050,4637,Kurichy Electrical Section,9.49487,76.52755
Section Office,Kottayam Electrical Circle,1049,4636,Changanacherry Electrical Section,9.44539,76.54156
Section Office,Kottayam Electrical Circle,1051,4638,Thengana Electrical Section,9.477826,76.58374
Section Office,Kozhikode Electrical Circle,1635,6747,Kattangal Electrical Section,11.31841,75.94048
Section Office,Kozhikode Electrical Circle,1633,6615,Atholy Electrical Section,11.38834,75.75864
Section Office,Kozhikode Electrical Circle,1626,6608,Mukkam Electrical Section,11.32138,75.99366
Section Office,Kozhikode Electrical Circle,1611,6598,Karaparamba Electrical Section,11.296577,75.792385
Section Office,Kozhikode Electrical Circle,3495,6805,Koombara Electrical Section,11.32586,76.07469
Section Office,Kozhikode Electrical Circle,1628,6610,Thamarassery Electrical Section,11.42388,75.93826
Section Office,Kozhikode Electrical Circle,3240,6777,Pannikode Electrical Section,11.27099,76.00558
Section Office,Kozhikode Electrical Circle,3411,6789,Areekkad Electrical Section,11.208787,75.808133
Section Office,Kozhikode Electrical Circle,1620,6744,Chelannur Electrical Section,11.3555734,75.8078025
Section Office,Kozhikode Electrical Circle,1618,6605,Vellimadukunnu Electrical Section,11.295016,75.829449
Section Office,Kozhikode Electrical Circle,1619,6606,Eranhikkal Electrical Section,11.3111072,75.7588541
Section Office,Kozhikode Electrical Circle,3865,6956,Kozhikode RMU Maintenance Section,11.263842,75.769264
Section Office,Kozhikode Electrical Circle,1610,6597,Pottammal Electrical Section,11.258802,75.804878
Section Office,Kozhikode Electrical Circle,1665,6734,Perumanna Electrical Section,11.239579,75.878926
Section Office,Kozhikode Electrical Circle,1459,6904,Kozhikode Meter Testing Unit,11.2643635,75.76626
Section Office,Kozhikode Electrical Circle,1614,6601,Nadakkavu Electrical Section,11.262851,75.768794
Section Office,Kozhikode Electrical Circle,1615,6602,Central  Kozhikode Electrical Section,11.263202,75.768271
Section Office,Kozhikode Electrical Circle,1664,6637,Pantheerankavu Electrical Section,11.2304,75.849128
Section Office,Kozhikode Electrical Circle,3743,3490,Kozhikode Transformer Field Repair Unit,11.208787,75.808133
Section Office,Kozhikode Electrical Circle,1663,6636,Mankavu Electrical Section,11.238177,75.799984
Section Office,Kozhikode Electrical Circle,1662,6635,Beypore Electrical Section,11.176541,75.807243
Section Office,Kozhikode Electrical Circle,1661,6634,Kallai Electrical Section,11.229584,75.78934
Section Office,Kozhikode Electrical Circle,1660,6633,Ramanattukara Electrical Section,11.177928,75.85782
Section Office,Kozhikode Electrical Circle,1659,6632,Kadalundi Electrical Section,11.155161,75.845319
Section Office,Kozhikode Electrical Circle,1658,6631,Feroke Electrical Section,11.187639,75.831561
Section Office,Kozhikode Electrical Circle,1634,6732,Puthuppady Electrical Section,11.46724,75.96973
Section Office,Kozhikode Electrical Circle,1949,6765,Koottalida Electrical Section ,11.45732,75.81947
Section Office,Kozhikode Electrical Circle,1951,6764,Kakkur Electrical Section ,11.38557,75.82324
Section Office,Kozhikode Electrical Circle,1625,6607,Kunnamangalam Electrical Section,11.30444,75.87872
Section Office,Kozhikode Electrical Circle,1630,6612,Kodenchery Electrical Section,11.43101,76.00499
Section Office,Kozhikode Electrical Circle,1609,6596,Mavoor Electrical Section,11.261025,75.954083
Section Office,Kozhikode Electrical Circle,1954,6763,Koorachundu Electrical Section ,11.54007,75.84255
Section Office,Kozhikode Electrical Circle,1629,6611,Koduvally Electrical Section,11.35972,75.91017
Section Office,Kozhikode Electrical Circle,1627,6609,Thiruvambady Electrical Section,11.36329,76.01034
Section Office,Kozhikode Electrical Circle,1608,6595,Kovoor Electrical Section,11.274975,75.837285
Section Office,Kozhikode Electrical Circle,4141,6959,Kozhikode Cable Fault Location Section,11.263842,75.769264
Section Office,Kozhikode Electrical Circle,1632,6614,Unnikulam Electrical Section,11.44298,75.88091
Section Office,Kozhikode Electrical Circle,1617,6604,Westhill Electrical Section,11.3025036,75.7616024
Section Office,Kozhikode Electrical Circle,1616,6603,Beach Kozhikode Electrical Section,11.256758,75.772563
Section Office,Kozhikode Electrical Circle,1631,6613,Balussery Electrical Section,11.44706,75.83001
Section Office,Kozhikode Electrical Circle,1612,6599,Kakkody Electrical Section,11.319892,75.798929
Section Office,Kozhikode Electrical Circle,1636,6751,Omassery Electrical Section,11.36352,75.96766
Section Office,Kozhikode Electrical Circle,1613,6600,Narikkuni Electrical Section,11.372624,75.855125
Section Office,Manjeri Electrical Circle,3496,6807,Moothedam Electrical Section,11.325551,76.330039
Section Office,Manjeri Electrical Circle,3802,6820,Puzhakkattiri Electrical Section,10.9822711,76.1346212
Section Office,Manjeri Electrical Circle,1551,6706,Thrikkalangode Electrical Section,11.151862,76.123235
Section Office,Manjeri Electrical Circle,1550,6555,Malappuram East Electrical Section,11.042847,76.075407
Section Office,Manjeri Electrical Circle,3782,3904,Malappuram Transformer Field Repair Unit,11.1207781,76.1135149
Section Office,Manjeri Electrical Circle,1549,6554,Velluvambrom (P) Electrical Section,11.13024,76.040599
Section Office,Manjeri Electrical Circle,1548,6553,Pulikkal (P) Electrical Section,11.171862,75.923352
Section Office,Manjeri Electrical Circle,1547,6552,Kondotty Electrical Section,11.14683,75.971665
Section Office,Manjeri Electrical Circle,1562,6565,Makkaraparambu Electrical Section,11.017954,76.123404
Section Office,Manjeri Electrical Circle,1563,6567,Kolathur (P) Electrical Section,10.945592,76.138274
Section Office,Manjeri Electrical Circle,1564,6710,Thazhecode Electrical Section,10.956285,76.302034
Section Office,Manjeri Electrical Circle,1565,6711,Mankada Electrical Section,11.019527,76.177074
Section Office,Manjeri Electrical Circle,2445,6779,Pattikkad Chungam Electrical Section,11.016251,76.229435
Section Office,Manjeri Electrical Circle,3169,6780,Malappuram West Electrical Section,11.051766,76.064018
Section Office,Manjeri Electrical Circle,1543,6547,Manjeri (North) Electrical Section,11.1207781,76.1135149
Section Office,Manjeri Electrical Circle,1542,6546,Manjeri (South) Electrical Section,11.1207781,76.1135149
Section Office,Manjeri Electrical Circle,1559,6562,Perinthalmanna Electrical Section,10.978675,76.224387
Section Office,Manjeri Electrical Circle,1966,6768,Karad Electrical Section,11.205724,75.878821
Section Office,Manjeri Electrical Circle,1445,6902,Manjeri Meter Testing Unit,11.1207781,76.1135149
Section Office,Manjeri Electrical Circle,1566,6748,Angadipuram Electrical Section,10.98043,76.192124
Section Office,Manjeri Electrical Circle,1546,6551,Kizhissery Electrical Section,11.179672,75.998274
Section Office,Manjeri Electrical Circle,1552,6707,Keezhuparamba Electrical Section,11.246432,76.04732
Section Office,Manjeri Electrical Circle,1553,6708,Chattiparamba Electrical Section,10.998316,76.090613
Section Office,Manjeri Electrical Circle,1554,6756,Anakkayam Electrical Section,11.081948,76.124933
Section Office,Manjeri Electrical Circle,1545,6550,Edavannappara Electrical Section,11.246917,75.978044
Section Office,Manjeri Electrical Circle,1544,6549,Areacode Electrical Section,11.233002,76.053522
