Level,Circle,Office Id,Office Code,Office Name,Latitude,Longitude
Section Office,Manjeri Electrical Circle,4106,6823,Mundakkulam Electrical Section,11.1872006,75.9676205
Section Office,Manjeri Electrical Circle,1561,6564,Pulamanthol Electrical Section,10.916801,76.210399
Section Office,Nilambur Electrical Circle,2723,6770,Thiruvali Electrical Section,11.199755,76.177882
Section Office,Nilambur Electrical Circle,3476,6795,Karulai Electrical Section,11.284019,76.296339
Section Office,Nilambur Electrical Circle,3473,6793,Vaniyambalam Electrical Section,11.193962,76.261834
Section Office,Nilambur Electrical Circle,1785,6713,Chungathara Electrical Section,11.335014,76.27588
Section Office,Nilambur Electrical Circle,1779,6543,Nilamboor Electrical Section,11.267007,76.218335
Section Office,Nilambur Electrical Circle,1780,6544,Edakkara Electrical Section,11.359981,76.310013
Section Office,Nilambur Electrical Circle,1786,6714,Vazhikadavu Electrical Section,11.370181,76.328885
Section Office,Nilambur Electrical Circle,1560,6563,Melattur Electrical Section,11.060731,76.274991
Section Office,Nilambur Electrical Circle,1783,6559,Wandoor Electrical Section,11.1942259,76.2411582
Section Office,Nilambur Electrical Circle,3475,6796,Akampadam Electrical Section,11.309672,76.206844
Section Office,Nilambur Electrical Circle,1782,6548,Edavana Electrical Section,11.216142,76.140407
Section Office,Nilambur Electrical Circle,1784,6560,Kalikavu (P) Electrical Section,11.174058,76.322602
Section Office,Nilambur Electrical Circle,3582,6815,Tuvvur Electrical Section,11.114745,76.288637
Section Office,Nilambur Electrical Circle,1904,6310,Pothukallu Electrical Section,11.405291,76.251086
Section Office,Nilambur Electrical Circle,3581,6814,Mampad Electrical Section,11.241903,76.177823
Section Office,Nilambur Electrical Circle,3474,6794,Karuvarakundu Electrical Section,11.116597,76.33077
Section Office,Nilambur Electrical Circle,1558,6561,Pandikkad (P) Electrical Section,11.092737,76.223475
Section Office,Nilambur Electrical Circle,1781,6545,Pookkattumpadam (P) Electrical Section,11.243242,76.30557
Section Office,Pala Electrical Circle,1306,5631,Poonjar Electrical Section,9.670617,76.814995
Section Office,Pala Electrical Circle,1299,5624,Pala Electrical Section,9.716144,76.682914
Section Office,Pala Electrical Circle,1300,5625,Kidangoor Electrical Section,9.684686,76.610357
Section Office,Pala Electrical Circle,2644,5721,Kootickal Electrical Section,9.58463,76.887003
Section Office,Pala Electrical Circle,1302,5627,Bharananganam Electrical Section,9.699682,76.725626
Section Office,Pala Electrical Circle,1301,5626,Paika Electrical Section,9.659424,76.7193
Section Office,Pala Electrical Circle,1311,5633,Ponkunnam Electrical Section,9.56566,76.76363
Section Office,Pala Electrical Circle,3576,5749,Kooroppada Electrical Section,9.59759,76.64703
Section Office,Pala Electrical Circle,1314,5636,Kanjirappally Electrical Section,9.55729,76.79056
Section Office,Pala Electrical Circle,1313,5635,Pampady Electrical section,9.57042,76.64023
Section Office,Pala Electrical Circle,1312,5634,Vazhoor Electrical Section,9.56328,76.70037
Section Office,Pala Electrical Circle,1307,5632,Pinnakkanadu Electrical Section,9.616893,76.77758
Section Office,Pala Electrical Circle,1315,5637,Erumely Electrical Section,9.47809,76.84466
Section Office,Pala Electrical Circle,1316,5638,Mundakkayam Electrical Section,9.53675,76.884601
Section Office,Pala Electrical Circle,1317,5707,Pallikkathodu Electrical Section,9.60333,76.67964
Section Office,Pala Electrical Circle,1304,5629,Ramapuram Electrical Section,9.79995,76.659914
Section Office,Pala Electrical Circle,1303,5628,Marangattupilly Electrical Section,9.737741,76.659914
Section Office,Pala Electrical Circle,1305,5630,Erattupetta Electrical Section,9.687588,76.778568
Section Office,Pala Electrical Circle,3449,5745,Parathode Electrical Section,9.57311,76.82673
Section Office,Pala Electrical Circle,3438,5744,Teekoy Electrical Section,9.70283,76.811546
Section Office,Pala Electrical Circle,3468,5740,Kollappally Electrical Section,9.764551,76.699593
Section Office,Palakkad Electrical Circle,1503,6517,Sulthanpet Electrical Section,10.772684,76.653114
Section Office,Palakkad Electrical Circle,1512,6532,Olavakkode Electrical Section,10.804013,76.629772
Section Office,Palakkad Electrical Circle,1514,6729,Pathiripala Electrical Section,10.78649,76.474543
Section Office,Palakkad Electrical Circle,1488,6501,Chittur Electrical Section,10.700531,76.749001
Section Office,Palakkad Electrical Circle,1816,6525,Kuzhalmannam Electrical Section,10.721639,76.602419
Section Office,Palakkad Electrical Circle,1508,6528,Kanjikode Electrical Section,10.791435,76.739411
Section Office,Palakkad Electrical Circle,1491,6504,Thathamangalam Electrical Section,10.68305,76.708491
Section Office,Palakkad Electrical Circle,1489,6502,Kozhinjampara Electrical Section,10.737966,76.816953
Section Office,Palakkad Electrical Circle,1817,6526,Kottayi Electrical Section,10.765917,76.543625
Section Office,Palakkad Electrical Circle,1496,6512,Nelliampathy(P) Electrical Section,10.532487,76.679571
Section Office,Palakkad Electrical Circle,1495,6511,Muthalamada Electrical Section,10.607726,76.751182
Section Office,Palakkad Electrical Circle,1494,6510,Kollengode Electrical Section,10.613407,76.699828
Section Office,Palakkad Electrical Circle,1493,6506,Pudunagaram Electrical Section,10.680662,76.686082
Section Office,Palakkad Electrical Circle,1513,6725,Malampuzha Electrical Section,10.822286,76.669011
Section Office,Palakkad Electrical Circle,3727,6819,Walayar Electrical Section,10.814725,76.810938
Section Office,Palakkad Electrical Circle,3498,6809,Vandithavalam Electrical Section,10.645419,76.771468
Section Office,Palakkad Electrical Circle,1818,6726,Kunnissery Electrical Section,10.636357,76.597023
Section Office,Palakkad Electrical Circle,1811,6508,Pudukode Electrical Section,10.626891,76.450626
Section Office,Palakkad Electrical Circle,1810,6507,Padoor Electrical Section,10.656845,76.500553
Section Office,Palakkad Electrical Circle,4104,6822,Kayaradi Electrical Section,10.588852,76.513719
Section Office,Palakkad Electrical Circle,1820,6728,Kuthannur Electrical Section,10.733263,76.544223
Section Office,Palakkad Electrical Circle,1821,6754,Kizhakkancherry Electrical Section,10.575507,76.493247
Section Office,Palakkad Electrical Circle,1490,6503,Velanthavalam Electrical Section,10.807137,76.846721
Section Office,Palakkad Electrical Circle,3499,6810,Vadavannur Electrical Section,10.650418,76.687214
Section Office,Palakkad Electrical Circle,3742,3449,Palakkad Transformer Field Repair Unit,10.772684,76.653114
Section Office,Palakkad Electrical Circle,1505,6519,Melamuri Electrical Section,10.761229,76.632934
Section Office,Palakkad Electrical Circle,1492,6505,Koduvayoor Electrical Section,10.688127,76.65668
Section Office,Palakkad Electrical Circle,1441,6901,Palakkad Meter Testing Unit,10.772684,76.653114
Section Office,Palakkad Electrical Circle,1812,6509,Alathur Electrical Section,10.645526,76.547321
Section Office,Palakkad Electrical Circle,1813,6513,Nenmara Electrical Section,10.594145,76.583342
Section Office,Palakkad Electrical Circle,1814,6514,Mudappallur Electrical Section,10.588852,76.513719
Section Office,Palakkad Electrical Circle,1504,6518,Bigbazar Electrical Section,10.772684,76.653114
Section Office,Palakkad Electrical Circle,1509,6529,Marutha Road Electrical Section,10.787073,76.670515
Section Office,Palakkad Electrical Circle,3164,6786,Kadampazhipuram Electrical Section,10.87252,76.446754
Section Office,Palakkad Electrical Circle,1511,6531,Kalpathy Electrical Section,10.795549,76.639167
Section Office,Palakkad Electrical Circle,1510,6530,Elappully Electrical Section,10.757404,76.746034
Section Office,Palakkad Electrical Circle,1506,6523,Kongad Electrical Section,10.85385,76.522935
Section Office,Palakkad Electrical Circle,1507,6527,Parli Electrical Section,10.798847,76.563378
Section Office,Palakkad Electrical Circle,1819,6727,Peringottukurissi Electrical Section,10.756271,76.496745
Section Office,Palakkad Electrical Circle,1515,6740,Mundur Electrical Section,10.839468,76.580916
Section Office,Palakkad Electrical Circle,1815,6515,Vadakkumcherry Electrical Section,10.597989,76.479745
Section Office,Pathanamthitta Electrical Circle,994,4600,Pathanamthitta Electrical Section,9.267325,76.785631
Section Office,Pathanamthitta Electrical Circle,1000,4606,Ranny(S) Electrical Section,9.38207487,76.78126844
Section Office,Pathanamthitta Electrical Circle,3739,3446,Pathanamthitta Transformer Field Repair Unit,9.25580547,76.78214539
Section Office,Pathanamthitta Electrical Circle,1010,4611,Ezhamkulam Electrical Section,9.1448895,76.768554
Section Office,Pathanamthitta Electrical Circle,1027,4623,Mallappally Electrical Section,9.447889,76.653605
Section Office,Pathanamthitta Electrical Circle,3491,4687,Vakayar Electrical Section,9.186954,76.858244
Section Office,Pathanamthitta Electrical Circle,997,4603,Vadasserikkara Electrical Section,9.34217151,76.83198129
Section Office,Pathanamthitta Electrical Circle,1023,4619,Kumbanad Electrical Section,9.367292,76.658739
Section Office,Pathanamthitta Electrical Circle,1022,4618,Thottabhagam Electrical Section,9.384937,76.616624
Section Office,Pathanamthitta Electrical Circle,1014,4615,Kulanada Electrical Section,9.2445036,76.6735992
Section Office,Pathanamthitta Electrical Circle,995,4601,Kumbazha Electrical Section,9.266449,76.807404
Section Office,Pathanamthitta Electrical Circle,1024,4620,Manippuzha Electrical Section,9.377515,76.55845
Section Office,Pathanamthitta Electrical Circle,1025,4621,Kadapra Electrical Section,9.341449,76.52543
Section Office,Pathanamthitta Electrical Circle,1028,4624,Vaipur Electrical Section,9.448383,76.711553
Section Office,Pathanamthitta Electrical Circle,4091,4692,Pandalam Thekkekkara Electrical Section,9.195803,76.735403
Section Office,Pathanamthitta Electrical Circle,998,4604,Kakkad Electrical Section,9.32620656,76.971112351
Section Office,Pathanamthitta Electrical Circle,996,4602,Konni Electrical Section,9.23173,76.843236
Section Office,Pathanamthitta Electrical Circle,1001,4607,Ranny(N) Electrical Section,9.383288,76.788029
Section Office,Pathanamthitta Electrical Circle,1003,4665,Vechoochira Electrical Section,9.442323,76.853334
Section Office,Pathanamthitta Electrical Circle,1016,4663,Thengamom-Pallickal Electrical Section,9.130287,76.665261
Section Office,Pathanamthitta Electrical Circle,2281,4806,Enathu Electrical Section,9.0912764,76.7555273
Section Office,Pathanamthitta Electrical Circle,1976,4876,Transformer Field Repair Unit,9.25580547,76.78214539
Section Office,Pathanamthitta Electrical Circle,1013,4614,Pandalam Electrical Section,9.2249961,76.677032
Section Office,Pathanamthitta Electrical Circle,1009,4610,Kaippattoor Electrical Section,9.235465,76.754679
Section Office,Pathanamthitta Electrical Circle,1015,4616,Elavumthitta Electrical Section,9.274029,76.711358
Section Office,Pathanamthitta Electrical Circle,1021,4617,Thiruvalla Electrical Section,9.386963,76.575759
Section Office,Pathanamthitta Electrical Circle,1008,4609,Adoor Electrical Section,9.1624088,76.7207103
Section Office,Pathanamthitta Electrical Circle,1002,4608,Ayroor Kathakali Gramam Electrical Section,9.35271266,76.72396874
Section Office,Pathanamthitta Electrical Circle,3620,4690,Ranny Perunad Electrical Section,9.36772,76.85497
Section Office,Pathanamthitta Electrical Circle,1012,4613,Kadampanad Electrical Section,9.091704,76.688985
Section Office,Pathanamthitta Electrical Circle,1011,4612,Kalanjoor Electrical Section,9.120356,76.851839
Section Office,Pathanamthitta Electrical Circle,999,4605,Kozhencherry Electrical Section,9.33249198,76.70914737
Section Office,Pathanamthitta Electrical Circle,1026,4622,Vennikulam Electrical Section,9.40024,76.660841
Section Office,Pathanamthitta Electrical Circle,1169,5535,Aranmula Electrical Section,9.326708,76.681157
Section Office,Perumbavoor Electrical Circle,3448,5738,Okkal Electrical Section,10.148241,76.456006
Section Office,Perumbavoor Electrical Circle,1263,5598,Koothattukulam Electrical Section,9.8569581,76.5967816
Section Office,Perumbavoor Electrical Circle,4070,5284,Angamaly TMR Meter(Indoor) Section i,10.177409,76.377625
Section Office,Perumbavoor Electrical Circle,1272,5602,Varapuzha Electrical Section,10.074775,76.271054
Section Office,Perumbavoor Electrical Circle,1275,5605,Cherai Electrical Section,10.138625,76.193793
Section Office,Perumbavoor Electrical Circle,1219,5567,Aluva Town Electrical Section,10.09884,76.358214
Section Office,Perumbavoor Electrical Circle,1235,5576,Kalady Electrical Section,10.169991,76.445702
Section Office,Perumbavoor Electrical Circle,1236,5577,Thuravoor Electrical Section,10.203482,76.417131
Section Office,Perumbavoor Electrical Circle,1237,5578,Manjapra Electrical Section,10.204741,76.452436
Section Office,Perumbavoor Electrical Circle,1238,5579,Angamaly Electrical Section,10.196157,76.390271
Section Office,Perumbavoor Electrical Circle,1239,5580,Parakadavu Electrical Section,10.194504,76.342402
Section Office,Perumbavoor Electrical Circle,1274,5604,NParavur Electrical Section,10.148457,76.231047
Section Office,Perumbavoor Electrical Circle,1273,5603,Ezhikkara Electrical Section,10.131339,76.221561
Section Office,Perumbavoor Electrical Circle,1257,5592,Pothanicad Electrical Section,10.0045269,76.6890939
Section Office,Perumbavoor Electrical Circle,1256,5591,Moovattupuzha I Electrical Section,9.9853207,76.5779009
Section Office,Perumbavoor Electrical Circle,1248,5589,Vengoor Electrical Section,10.140185,76.536723
Section Office,Perumbavoor Electrical Circle,1247,5588,Kuruppampady Electrical Section,10.111142,76.518819
Section Office,Perumbavoor Electrical Circle,1246,5587,Pattimattom Electrical Section,10.0223,76.449517
Section Office,Perumbavoor Electrical Circle,1249,5590,Koovapady Electrical Section,10.168038,76.49098
Section Office,Perumbavoor Electrical Circle,1250,5715,Malayattoor Electrical Section,10.186776,76.491884
Section Office,Perumbavoor Electrical Circle,1228,5712,Edayar Electrical Section,10.091281,76.317583
Section Office,Perumbavoor Electrical Circle,1227,5575,Kunnukara Electrical Section,10.155609,76.295192
Section Office,Perumbavoor Electrical Circle,1226,5574,Eloor Electrical Section,10.072486,76.302784
Section Office,Perumbavoor Electrical Circle,1245,5586,Kizhakkambalam Electrical Section,10.037493,76.410853
Section Office,Perumbavoor Electrical Circle,1244,5585,Vengola Electrical Section,10.080954,76.46676
Section Office,Perumbavoor Electrical Circle,1243,5584,Vazhakkulam Electrical Section,10.116379,76.443032
Section Office,Perumbavoor Electrical Circle,1242,5583,Perumbavoor Electrical Section,10.117796,76.480425
Section Office,Perumbavoor Electrical Circle,1241,5582,Mookkannur Electrical Section,10.217237,76.411546
Section Office,Perumbavoor Electrical Circle,1225,5573,Kalamassery Electrical Section,10.053792,76.330436
Section Office,Perumbavoor Electrical Circle,1224,5572,Athani Electrical Section,10.154112,76.35021
Section Office,Perumbavoor Electrical Circle,1223,5571,Chengamanad Electrical Section,10.151988,76.338506
Section Office,Perumbavoor Electrical Circle,1221,5569,Aluva West Electrical Section,10.115858,76.348437
Section Office,Perumbavoor Electrical Circle,1220,5568,Aluva North Electrical Section,10.10791,76.354694
Section Office,Perumbavoor Electrical Circle,1262,5597,Piravam Electrical Section,9.8774464,76.4846843
Section Office,Perumbavoor Electrical Circle,1222,5570,Chowara Electrical Section,10.125712,76.385461
Section Office,Perumbavoor Electrical Circle,1240,5581,Karukutty Electrical Section,10.224786,76.375711
Section Office,Perumbavoor Electrical Circle,1202,5558,Thevakkal Electrical Section,10.034734,76.35692
Section Office,Perumbavoor Electrical Circle,1264,5599,Pampakuda Electrical Section,9.9150476,76.5214329
Section Office,Perumbavoor Electrical Circle,1265,5600,Kothamangalam I Electrical Section,10.0621915,76.6194291
Section Office,Perumbavoor Electrical Circle,1266,5601,Kothamangalam II Electrical Section,10.0635717,76.6280942
Section Office,Perumbavoor Electrical Circle,1267,5713,Keerampara Electrical Section,10.1011585,76.6502576
Section Office,Perumbavoor Electrical Circle,1278,5608,Moothakunnam Electrical Section,10.185842,76.203315
Section Office,Perumbavoor Electrical Circle,1277,5607,Vadakkekara Electrical Section,10.158844,76.211813
Section Office,Perumbavoor Electrical Circle,1276,5606,Chennamangalam Electrical Section,10.178369,76.225196
Section Office,Perumbavoor Electrical Circle,3427,5736,Mannam Electrical Section,10.145811,76.253861
Section Office,Perumbavoor Electrical Circle,3482,5737,Alangad Electrical Section,10.122412,76.298191
Section Office,Perumbavoor Electrical Circle,3493,5747,Kanjoor Electrical Section,10.135785,76.429664
Section Office,Perumbavoor Electrical Circle,3584,5750,Edathala Electrical Section,10.070913,76.383234
Section Office,Perumbavoor Electrical Circle,3619,5752,Manjalloor Electrical Section,9.9435684,76.6392168
Section Office,Perumbavoor Electrical Circle,4071,5285,Angamaly TMR Meter(Outdoor) Section,10.177409,76.377625
Section Office,Perumbavoor Electrical Circle,4189,5287,Angamaly TMR Meter(Indoor) Section II,10.177409,76.377625
Section Office,Perumbavoor Electrical Circle,3618,5751,Nellikuzhy Electrical Section,10.0738945,76.5963194
Section Office,Perumbavoor Electrical Circle,1258,5593,Kalloorkad Electrical Section,9.9691239,76.6753806
Section Office,Perumbavoor Electrical Circle,1259,5594,Moovattupuzha II Electrical Section,9.9898932,76.5811514
Section Office,Perumbavoor Electrical Circle,1260,5595,Velloorkunnam Electrical Section,9.990267,76.5735667
Section Office,Perumbavoor Electrical Circle,1261,5596,Valayanchirangara Electrical Section,10.0656564,76.4958883
Section Office,Perumbavoor Electrical Circle,4069,5283,Angamaly Transformer Repairing Section,10.177409,76.377625
Section Office,Shoranur Electrical Circle,3452,6801,Ongallur Electrical Section,10.8018957,76.2202096
Section Office,Shoranur Electrical Circle,4182,6487,Shoranur TMR Meter Testing Lab,10.781294,76.283191
Section Office,Shoranur Electrical Circle,1525,6536,Pattambi Electrical Section,10.8033729,76.1853022
Section Office,Shoranur Electrical Circle,3568,6812,Kumbidi Electrical Section,10.83052575,76.05030031
Section Office,Shoranur Electrical Circle,4089,6821,VILAYUR ELECTRICAL SECTION,10.872006,76.1882547
Section Office,Shoranur Electrical Circle,1774,6742,Kumaramputhur Electrical Section,10.986784,76.432136
Section Office,Shoranur Electrical Circle,1773,6522,Thachampara Electrical Section,10.959243,76.507101
Section Office,Shoranur Electrical Circle,1772,6521,Alanellur Electrical Section,11.016174,76.343124
Section Office,Shoranur Electrical Circle,1770,6516,Agali Electrical Section,11.101646,76.648976
Section Office,Shoranur Electrical Circle,3803,6486,Shornur TMR Meter Testing(Outdoor) Section,10.789185,76.776115
Section Office,Shoranur Electrical Circle,1900,6771,Kanjirapuzha Electrical Section,11.004083,76.51337
Section Office,Shoranur Electrical Circle,1527,6538,Chalissery Electrical Section,10.7374218,76.0878984
Section Office,Shoranur Electrical Circle,1528,6539,Thrithala Electrical Section,10.73823518,76.12802346
Section Office,Shoranur Electrical Circle,3186,6784,Pengattiri Electrical Section,10.86337,76.278447
Section Office,Shoranur Electrical Circle,3734,3441,Kanjikode Meter Testing(Outdoor) Section,10.789185,76.776115
Section Office,Shoranur Electrical Circle,1530,6541,Cherplassery Electrical Section,10.882119,76.317051
Section Office,Shoranur Electrical Circle,1535,6733,Vaniyamkulam Electrical Section,10.781446,76.330051
Section Office,Shoranur Electrical Circle,1534,6705,Peringode Electrical Section,10.7380844,76.1281053
Section Office,Shoranur Electrical Circle,1533,6704,Muthuthala Electrical Section,10.8362741,76.1582663
Section Office,Shoranur Electrical Circle,1532,6703,Vallapuzha Electrical Section,10.8370582,76.2469148
Section Office,Shoranur Electrical Circle,1531,6542,Kothakkurussi Electrical Section,10.825594,76.348173
Section Office,Shoranur Electrical Circle,1523,6534,Ambalappara Electrical Section,10.831672,76.412378
Section Office,Shoranur Electrical Circle,1524,6535,Shoranur Electrical Section,10.781294,76.283191
Section Office,Shoranur Electrical Circle,1529,6540,Padinjarangadi Electrical Section,10.79143933,76.05900378
Section Office,Shoranur Electrical Circle,1522,6533,Ottappalam Electrical Section,10.772947,76.38235
Section Office,Shoranur Electrical Circle,4183,6488,Shoranur TMR Transformer Section,10.781294,76.283191
Section Office,Shoranur Electrical Circle,1526,6537,Koppam Electrical Section,10.872006,76.1882547
Section Office,Shoranur Electrical Circle,3190,6785,Kottathara Electrical Section,11.135966,76.693751
Section Office,Shoranur Electrical Circle,4118,6824,Lakkidi Electrical Section,10.7742547782,76.4312884514
Section Office,Shoranur Electrical Circle,1771,6520,Mannarkkad Electrical Section,10.99934,76.470749
Section Office,Shoranur Electrical Circle,1521,6524,Sreekrishnapuram Electrical Section,10.909504,76.416733
Section Office,Shoranur Electrical Circle,1536,6753,Thiruvegapura Electrical Section,10.8764072,76.1193813
Section Office,Shoranur Electrical Circle,3451,6791,Koottupatha Electrical Section,10.7776895,76.1644257
Section Office,Sreekandapuram Electrical Circle,1673,6639,Kunhimangalam Electrical Section,12.079244,75.239926
Section Office,Sreekandapuram Electrical Circle,1683,6649,Irikkur Electrical Section,11.98283476,75.55556
Section Office,Sreekandapuram Electrical Circle,1732,6722,Edoor Electrical Section,11.997414,75.725525
Section Office,Sreekandapuram Electrical Circle,1724,6675,Mattannur Electrical Section,11.93322643,75.58345436
Section Office,Sreekandapuram Electrical Circle,1681,6647,Sreekandapuram Electrical Section,12.04464828,75.50480276
Section Office,Sreekandapuram Electrical Circle,2339,6761,Ulikkal Electrical Section,12.04135247,75.62415269
Section Office,Sreekandapuram Electrical Circle,1680,6646,Dharmasala Electrical Section,11.985296,75.379601
Section Office,Sreekandapuram Electrical Circle,3177,6787,Kakkayangad Electrical Section,11.93879157,75.70424857
Section Office,Sreekandapuram Electrical Circle,1679,6645,Karimbam Electrical Section,12.04719819,75.36919775
Section Office,Sreekandapuram Electrical Circle,3179,6776,Sivapuram Electrical Section,11.90943606,75.60725846
Section Office,Sreekandapuram Electrical Circle,1686,6652,Padiyottuchal Electrical Section,12.25244,75.33588
Section Office,Sreekandapuram Electrical Circle,1678,6644,Taliparamba Electrical Section,12.037158,75.3594205
Section Office,Sreekandapuram Electrical Circle,2369,6759,Kelakam Electrical Section,11.89673274,75.81108437
Section Office,Sreekandapuram Electrical Circle,1677,6643,Madayi Electrical Section,12.015843,75.250148
Section Office,Sreekandapuram Electrical Circle,1684,6650,Vellur Electrical Section,12.129506,75.216013
Section Office,Sreekandapuram Electrical Circle,1687,6721,Chemperi Electrical Section,12.09990628,75.55054251
Section Office,Sreekandapuram Electrical Circle,1685,6651,Karivellur Electrical Section,12.17877,75.18947
Section Office,Sreekandapuram Electrical Circle,1723,6674,Iritty Electrical Section,11.98479119,75.6756387
Section Office,Sreekandapuram Electrical Circle,3178,6775,Payyavur Electrical Section,12.06110405,75.57947959
Section Office,Sreekandapuram Electrical Circle,3456,6799,Karthikapuram Electrical Section,12.22879045,75.48290033
Section Office,Sreekandapuram Electrical Circle,3571,6813,Vallithode Electrical Section,12.03520668,75.71156021
Section Office,Sreekandapuram Electrical Circle,3617,6816,Cherupuzha Electrical Section,12.27116,75.362501
Section Office,Sreekandapuram Electrical Circle,1725,6676,Thondiyil Electrical Section,11.89635828,75.74166229
Section Office,Sreekandapuram Electrical Circle,1676,6642,Pazhayangadi Electrical Section,12.032025,75.267632
Section Office,Sreekandapuram Electrical Circle,1675,6641,Mathamangalam Electrical Section,12.13368,75.30006
Section Office,Sreekandapuram Electrical Circle,1674,6640,Ramanthali Electrical Section,12.06026,75.18994
Section Office,Sreekandapuram Electrical Circle,1672,6638,Payyanur Electrical Section,12.10209,75.20977
Section Office,Sreekandapuram Electrical Circle,1688,6745,Chapparappadavu Electrical Section,12.11459056,75.41432225
Section Office,Sreekandapuram Electrical Circle,2241,6760,Pariyaram Electrical Section,12.06076,75.33684
Section Office,Sreekandapuram Electrical Circle,1682,6648,Alakode Electrical Section,12.19013153,75.4654215
Section Office,Thiruvananthapuram Electrical Circle(Urban),875,4532,Avanavanchery Electrical Section,8.69112,76.848443
Section Office,Thiruvananthapuram Electrical Circle(Urban),3214,4676,Kudappanakunnu Electrical Section,8.54561,76.95942
Section Office,Thiruvananthapuram Electrical Circle(Urban),836,4504,Puthenchantha Electrical Section,8.49399,76.95067
Section Office,Thiruvananthapuram Electrical Circle(Urban),879,4536,Madavoor Electrical Section,8.811605,76.8209
Section Office,Thiruvananthapuram Electrical Circle(Urban),877,4534,Palachira Electrical Section,8.73411,76.744282
Section Office,Thiruvananthapuram Electrical Circle(Urban),869,4526,Edava Electrical Section,8.762693,76.701451
Section Office,Thiruvananthapuram Electrical Circle(Urban),854,4517,Ulloor Electrical Section,8.522527,76.926893
Section Office,Thiruvananthapuram Electrical Circle(Urban),855,4518,Nalanchira Electrical Section,8.565702,76.944362
Section Office,Thiruvananthapuram Electrical Circle(Urban),837,4505,Thycaud Electrical Section,8.49505,76.96363
Section Office,Thiruvananthapuram Electrical Circle(Urban),833,4501,Manacaud Electrical Section,8.45297,76.95098
Section Office,Thiruvananthapuram Electrical Circle(Urban),838,4506,Cantonment Electrical Section,8.50942,76.94917
Section Office,Thiruvananthapuram Electrical Circle(Urban),876,4533,Kallambalam Electrical Section,8.760618,76.791636
Section Office,Thiruvananthapuram Electrical Circle(Urban),4166,4913,Thirumala TMR Meter Testing Lab,8.49294,76.99385
Section Office,Thiruvananthapuram Electrical Circle(Urban),856,4519,Sreekariam Electrical Section,8.570201,76.923171
Section Office,Thiruvananthapuram Electrical Circle(Urban),852,4515,Sreevaraham Electrical Section,8.477028,76.936095
Section Office,Thiruvananthapuram Electrical Circle(Urban),3170,4678,Vattappara Electrical Section,8.595659,76.9472
Section Office,Thiruvananthapuram Electrical Circle(Urban),841,4509,Vattiyoorkavu Electrical Section,8.52301,76.99434
Section Office,Thiruvananthapuram Electrical Circle(Urban),3808,4309,Thiruvananthapuram SCADA and RMU Maintenance Section,8.4861,76.94976
Section Office,Thiruvananthapuram Electrical Circle(Urban),857,4520,Kulathur Electrical Section,8.542263,76.884079
Section Office,Thiruvananthapuram Electrical Circle(Urban),3457,4680,Pallickal Electrical Section,8.82622,76.811223
Section Office,Thiruvananthapuram Electrical Circle(Urban),858,4521,Kazhakkuttam Electrical Section,8.564545,76.873918
Section Office,Thiruvananthapuram Electrical Circle(Urban),853,4516,Kesavadasapuram Electrical Section,8.515727,76.937924
Section Office,Thiruvananthapuram Electrical Circle(Urban),4167,4914,Thirumla TMR Meter Testing(Outdoor) Section,8.49294,76.99385
Section Office,Thiruvananthapuram Electrical Circle(Urban),3807,4308,Thiruvananthapuram APDRP Cable Testing Unit,8.4861,76.94976
Section Office,Thiruvananthapuram Electrical Circle(Urban),859,4522,Kaniyapuram Electrical Section,8.588857,76.854837
Section Office,Thiruvananthapuram Electrical Circle(Urban),839,4507,Vellayambalam Electrical Section,8.50684,76.9618
Section Office,Thiruvananthapuram Electrical Circle(Urban),870,4527,Kedakulam Electrical Section,8.79823,76.718822
Section Office,Thiruvananthapuram Electrical Circle(Urban),834,4502,Thiruvallam Electrical Section,8.42495,76.96699
Section Office,Thiruvananthapuram Electrical Circle(Urban),842,4510,Karamana Electrical Section,8.48955,76.96468
Section Office,Thiruvananthapuram Electrical Circle(Urban),871,4528,Kadakkavoor Electrical Section,8.672152,76.767522
Section Office,Thiruvananthapuram Electrical Circle(Urban),835,4503,Fort Trivandrum Electrical Section,8.4861,76.94976
Section Office,Thiruvananthapuram Electrical Circle(Urban),843,4511,Thirumala Electrical Section,8.49255,76.99282
Section Office,Thiruvananthapuram Electrical Circle(Urban),4165,4912,Thirumal TMR Transformer Workshop,8.49294,76.99385
Section Office,Thiruvananthapuram Electrical Circle(Urban),3784,4691,Kachani Electrical Section,8.553128,76.994034
Section Office,Thiruvananthapuram Electrical Circle(Urban),872,4529,Chirayinkeezhu Electrical Section,8.662725,76.790528
Section Office,Thiruvananthapuram Electrical Circle(Urban),874,4531,Attingal Electrical Section,8.69857,76.814371
Section Office,Thiruvananthapuram Electrical Circle(Urban),860,4523,Mangalapuram Electrical Section,8.624898,76.849351
Section Office,Thiruvananthapuram Electrical Circle(Urban),850,4513,Beach Trivandrum Electrical Section,8.488664,76.918802
Section Office,Thiruvananthapuram Electrical Circle(Urban),851,4514,Pettah Electrical Section,8.496989,76.936687
Section Office,Thiruvananthapuram Electrical Circle(Urban),873,4530,Vakkom Electrical Section,8.68791,76.763837
Section Office,Thiruvananthapuram Electrical Circle(Urban),844,4512,Poojappura Electrical Section,8.49161,76.97184
Section Office,Thiruvananthapuram Electrical Circle(Urban),861,4524,Pothencode Electrical Section,8.619158,76.898017
